,UOK262,UOK262pFH,diff,metabolite,pval,t,fdr,exchange
0,0.0198185459751,0.0115209981225,0.00829754785258,aKG,1.96559447264e-06,6.39485554772,4.46726016509e-06,R_EX_akg_e
1,0.113519183219,0.110073642094,0.00344554112549,alanine,0.126521917599,1.58686147807,0.197690496249,R_EX_ala_L_e
2,-0.0390852317608,-0.0494353331602,0.0103501013994,arginine,0.772729377145,0.291758856697,0.772729377145,R_EX_arg_L_e
3,0.000749591041254,0.00196755895091,-0.00121796790965,asparagine,1.56855999171e-13,-13.3688996351,3.92139997928e-12,R_EX_asn_L_e
4,-0.00161539321881,0.00188492930626,-0.00350032252507,aspartate,1.67292223665e-10,-9.11962261682,5.22788198953e-10,R_EX_asp_L_e
5,0.0477276749247,0.0,0.0477276749247,fumarate,2.05532390126e-12,16.9930420493,1.71276991772e-11,R_EX_fum_e
6,-1.34801743728,-0.324016708252,-1.02400072903,glucose,0.0359427126772,-2.24377140693,0.064183415495,R_EX_glc_e
7,0.197063879084,0.102214155097,0.0948497239868,glutamate,8.35817183968e-12,12.2585578935,4.17908591984e-11,R_EX_glu_L_e
8,-0.342530016109,-0.228034114395,-0.114495901714,glutamine,1.7655275517e-08,-7.31974030792,4.41381887924e-08,R_EX_gln_L_e
9,0.0291108642617,0.010152093956,0.0189587703057,glycine,8.77091812744e-06,5.51904770317,1.82727460988e-05,R_EX_gly_e
10,-0.0469600004375,-0.035347831314,-0.0116121691235,histidine,0.328047844299,-0.998597901543,0.455622005971,R_EX_his_L_e
11,3.54261375276,2.58028120787,0.962332544884,lactate,8.52516836493e-13,12.5470496029,1.06564604562e-11,R_EX_lac_L_e
12,-0.22356592538,-0.122839711933,-0.100726213447,leucine+isoleucine,0.0579758971777,-2.00191373949,0.0966264952962,
13,-0.036579133936,-0.0418666451704,0.00528751123436,lysine,0.142383754585,1.51083029318,0.209387874389,R_EX_lys_L_e
14,0.000337870800942,0.00363058075518,-0.00329270995423,malate,4.51444033395e-12,-10.3776724456,2.82152520872e-11,R_EX_mal_L_e
15,-0.00870522642166,-0.00911362767541,0.000408401253751,methionine,0.698940499706,0.39137066294,0.759717934463,R_EX_met_L_e
16,-0.00908445023535,-0.0151013854328,0.00601693519743,phenylalanine,0.41398547988,0.827858237439,0.51748184985,R_EX_phe_L_e
17,0.0217935446536,0.0115657634085,0.0102277812451,proline,6.3643202228e-11,11.3462748569,2.27297150814e-10,R_EX_pro_L_e
18,-0.641637572949,-0.467753925508,-0.173883647441,pyruvate,2.21638506569e-11,-10.1977825863,9.23493777373e-11,R_EX_pyr_e
19,-0.0566897279461,-0.0445922184519,-0.0120975094942,serine,0.00261949200379,-3.34195834054,0.00503748462268,R_EX_ser_L_e
20,0.0145647471408,-0.000345297825126,0.0149100449659,succinate,2.36511454526e-09,9.4845205858,6.56976262572e-09,R_EX_succ_e
21,-0.0649401051056,-0.0569056435386,-0.00803446156702,threonine,0.368507093901,-0.916386856302,0.484877755133,R_EX_thr_L_e
22,-0.00402267600194,-0.00459422205634,0.000571546054404,tryptophan,0.489081526271,0.700662770854,0.582239912227,R_EX_trp_L_e
23,-0.0332955478219,-0.0261325251071,-0.00716302271477,tyrosine,0.514699441494,-0.659254399758,0.584885728971,R_EX_tyr_L_e
24,-0.0694556879553,-0.0667166299486,-0.00273905800677,valine,0.729524997844,-0.34912753087,0.759921872754,R_EX_val_L_e
